user_id,username,customer_age,income,employment_status,housing_status,credit_risk_score,bank_months_count,has_other_cards,email_is_free,email,first_name,last_name,full_name
1501,volkan1501,40,0.2,CA,BA,185,1,1,0,volkan.kara@sandbox.opba.com,Volkan,Kara,Volkan Kara
1502,kubra1502,30,0.7000000000000001,CA,BE,196,25,0,1,kubra.ozdemir@sandbox.opba.com,Kübra,Özdemir,Kübra Özdemir
1503,esra1503,30,0.7000000000000001,CA,BB,31,1,0,1,esra.bulut@sandbox.opba.com,Esra,Bulut,Esra Bulut
1504,umut1504,50,0.8,CA,BC,188,11,0,0,umut.polat@sandbox.opba.com,Umut,Polat,Umut Polat
1505,omer1505,30,0.1,CB,BC,86,5,0,0,omer.aslan@sandbox.opba.com,Ömer,Aslan,Ömer Aslan
1506,rabia1506,30,0.2,CA,BA,83,28,0,1,rabia.kilic@sandbox.opba.com,Rabia,Kılıç,Rabia Kılıç
1507,tolga1507,20,0.8,CA,BC,95,21,0,1,tolga.simsek@sandbox.opba.com,Tolga,Şimşek,Tolga Şimşek
1508,nisa1508,40,0.9,CA,BA,226,30,0,1,nisa.kaplan@sandbox.opba.com,Nisa,Kaplan,Nisa Kaplan
1509,sena1509,30,0.6000000000000001,CA,BA,97,25,0,0,sena.kilic@sandbox.opba.com,Sena,Kılıç,Sena Kılıç
1510,murat1510,40,0.1,CA,BB,7,10,0,1,murat.kilic@sandbox.opba.com,Murat,Kılıç,Murat Kılıç
1511,kubra1511,60,0.6000000000000001,CC,BB,96,6,0,0,kubra.cetin@sandbox.opba.com,Kübra,Çetin,Kübra Çetin
1512,dilan1512,50,0.2,CC,BA,225,27,0,0,dilan.simsek@sandbox.opba.com,Dilan,Şimşek,Dilan Şimşek
1513,nisa1513,30,0.9,CA,BB,196,28,0,0,nisa.simsek@sandbox.opba.com,Nisa,Şimşek,Nisa Şimşek
1514,gokhan1514,60,0.9,CB,BA,177,1,1,1,gokhan.dogan@sandbox.opba.com,Gökhan,Doğan,Gökhan Doğan
1515,yaren1515,40,0.9,CA,BA,157,21,0,1,yaren.bulut@sandbox.opba.com,Yaren,Bulut,Yaren Bulut
1516,emre1516,40,0.1,CA,BC,73,26,0,1,emre.simsek@sandbox.opba.com,Emre,Şimşek,Emre Şimşek
1517,zeynep1517,40,0.8,CA,BB,154,1,0,0,zeynep.demir@sandbox.opba.com,Zeynep,Demir,Zeynep Demir
1518,yigit1518,50,0.4,CA,BE,96,25,0,1,yigit.dogan@sandbox.opba.com,Yiğit,Doğan,Yiğit Doğan
1519,i̇lker1519,30,0.3,CA,BC,275,25,0,0,ilker.ozturk@sandbox.opba.com,İlker,Öztürk,İlker Öztürk
1520,pinar1520,10,0.7000000000000001,CA,BE,113,15,0,0,pinar.bulut@sandbox.opba.com,Pınar,Bulut,Pınar Bulut
1521,yigit1521,30,0.9,CA,BE,110,6,0,1,yigit.ozdemir@sandbox.opba.com,Yiğit,Özdemir,Yiğit Özdemir
1522,hilal1522,30,0.9,CA,BA,281,15,1,1,hilal.bulut@sandbox.opba.com,Hilal,Bulut,Hilal Bulut
1523,onur1523,30,0.5,CA,BB,152,-1,1,0,onur.yildiz@sandbox.opba.com,Onur,Yıldız,Onur Yıldız
1524,emre1524,20,0.9,CA,BC,111,6,0,1,emre.kurt@sandbox.opba.com,Emre,Kurt,Emre Kurt
1525,cenk1525,50,0.7000000000000001,CB,BB,105,30,0,1,cenk.koc@sandbox.opba.com,Cenk,Koç,Cenk Koç
1526,yigit1526,40,0.3,CA,BC,137,15,0,1,yigit.bozkurt@sandbox.opba.com,Yiğit,Bozkurt,Yiğit Bozkurt
1527,emre1527,40,0.6000000000000001,CA,BC,129,-1,0,1,emre.kaplan@sandbox.opba.com,Emre,Kaplan,Emre Kaplan
1528,emre1528,20,0.3,CA,BE,61,21,0,1,emre.eren@sandbox.opba.com,Emre,Eren,Emre Eren
1529,naz1529,30,0.4,CA,BC,58,-1,0,1,naz.kaya@sandbox.opba.com,Naz,Kaya,Naz Kaya
1530,dilan1530,20,0.5,CA,BE,153,28,0,0,dilan.kilic@sandbox.opba.com,Dilan,Kılıç,Dilan Kılıç
1531,deniz1531,40,0.9,CA,BC,140,28,0,0,deniz.cetin@sandbox.opba.com,Deniz,Çetin,Deniz Çetin
1532,kadir1532,40,0.7000000000000001,CA,BB,29,1,1,1,kadir.eren@sandbox.opba.com,Kadir,Eren,Kadir Eren
1533,yasemin1533,40,0.9,CA,BB,161,-1,0,1,yasemin.aksoy@sandbox.opba.com,Yasemin,Aksoy,Yasemin Aksoy
1534,onur1534,30,0.2,CA,BB,70,-1,0,1,onur.yilmaz@sandbox.opba.com,Onur,Yılmaz,Onur Yılmaz
1535,esra1535,40,0.6000000000000001,CA,BB,122,-1,0,0,esra.sari@sandbox.opba.com,Esra,Sarı,Esra Sarı
1536,naz1536,30,0.2,CB,BC,218,1,0,1,naz.sari@sandbox.opba.com,Naz,Sarı,Naz Sarı
1537,mert1537,40,0.5,CA,BC,224,25,0,1,mert.arslan@sandbox.opba.com,Mert,Arslan,Mert Arslan
1538,fatma1538,20,0.1,CA,BC,134,15,0,1,fatma.demir@sandbox.opba.com,Fatma,Demir,Fatma Demir
1539,kadir1539,50,0.9,CA,BA,349,-1,0,0,kadir.aydin@sandbox.opba.com,Kadir,Aydın,Kadir Aydın
1540,tolga1540,30,0.6000000000000001,CB,BC,28,31,1,1,tolga.aslan@sandbox.opba.com,Tolga,Aslan,Tolga Aslan
1541,murat1541,20,0.1,CA,BC,104,11,0,0,murat.koc@sandbox.opba.com,Murat,Koç,Murat Koç
1542,emre1542,30,0.7000000000000001,CA,BE,190,10,0,0,emre.kaya@sandbox.opba.com,Emre,Kaya,Emre Kaya
1543,nisa1543,30,0.9,CA,BB,135,31,1,0,nisa.cetin@sandbox.opba.com,Nisa,Çetin,Nisa Çetin
1544,fatma1544,20,0.8,CB,BC,49,25,1,0,fatma.kara@sandbox.opba.com,Fatma,Kara,Fatma Kara
1545,i̇lker1545,20,0.3,CB,BE,110,-1,0,1,ilker.cetin@sandbox.opba.com,İlker,Çetin,İlker Çetin
1546,i̇rem1546,40,0.7000000000000001,CA,BD,216,10,0,0,irem.cetin@sandbox.opba.com,İrem,Çetin,İrem Çetin
1547,sila1547,30,0.9,CB,BB,65,22,0,0,sila.bozkurt@sandbox.opba.com,Sıla,Bozkurt,Sıla Bozkurt
1548,fatma1548,30,0.3,CB,BE,86,10,0,1,fatma.dogan@sandbox.opba.com,Fatma,Doğan,Fatma Doğan
1549,can1549,40,0.6000000000000001,CE,BB,200,31,0,1,can.aksoy@sandbox.opba.com,Can,Aksoy,Can Aksoy
1550,leyla1550,50,0.2,CA,BA,229,1,0,1,leyla.ozturk@sandbox.opba.com,Leyla,Öztürk,Leyla Öztürk
1551,esra1551,40,0.2,CA,BC,60,-1,0,1,esra.ozcan@sandbox.opba.com,Esra,Özcan,Esra Özcan
1552,mert1552,50,0.4,CA,BA,245,1,1,1,mert.sahin@sandbox.opba.com,Mert,Şahin,Mert Şahin
1553,oguz1553,40,0.9,CA,BB,97,26,1,0,oguz.ozdemir@sandbox.opba.com,Oğuz,Özdemir,Oğuz Özdemir
1554,i̇rem1554,30,0.7000000000000001,CA,BB,121,20,1,0,irem.kaya@sandbox.opba.com,İrem,Kaya,İrem Kaya
1555,can1555,20,0.5,CA,BC,202,-1,0,1,can.koc@sandbox.opba.com,Can,Koç,Can Koç
1556,omer1556,40,0.3,CA,BE,237,30,1,0,omer.ozkan@sandbox.opba.com,Ömer,Özkan,Ömer Özkan
1557,i̇rem1557,20,0.1,CA,BE,93,20,0,1,irem.cetin@sandbox.opba.com,İrem,Çetin,İrem Çetin
1558,nisa1558,30,0.9,CA,BC,108,28,0,1,nisa.tas@sandbox.opba.com,Nisa,Taş,Nisa Taş
1559,kerem1559,60,0.8,CA,BB,125,20,1,1,kerem.yildiz@sandbox.opba.com,Kerem,Yıldız,Kerem Yıldız
1560,naz1560,40,0.9,CC,BB,-15,19,0,0,naz.aksoy@sandbox.opba.com,Naz,Aksoy,Naz Aksoy
1561,murat1561,50,0.6000000000000001,CA,BC,113,2,0,1,murat.dogan@sandbox.opba.com,Murat,Doğan,Murat Doğan
1562,kadir1562,50,0.7000000000000001,CA,BA,139,1,1,0,kadir.kaya@sandbox.opba.com,Kadir,Kaya,Kadir Kaya
1563,yasemin1563,30,0.6000000000000001,CB,BB,16,15,1,1,yasemin.bozkurt@sandbox.opba.com,Yasemin,Bozkurt,Yasemin Bozkurt
1564,leyla1564,20,0.6000000000000001,CD,BB,52,11,1,0,leyla.aksoy@sandbox.opba.com,Leyla,Aksoy,Leyla Aksoy
1565,leyla1565,20,0.7000000000000001,CA,BE,181,31,1,0,leyla.yilmaz@sandbox.opba.com,Leyla,Yılmaz,Leyla Yılmaz
1566,dilan1566,40,0.5,CA,BB,155,28,0,1,dilan.celik@sandbox.opba.com,Dilan,Çelik,Dilan Çelik
1567,eda1567,20,0.9,CA,BC,159,1,0,0,eda.ozkan@sandbox.opba.com,Eda,Özkan,Eda Özkan
1568,gokhan1568,30,0.2,CA,BC,238,15,0,0,gokhan.ozturk@sandbox.opba.com,Gökhan,Öztürk,Gökhan Öztürk
1569,mert1569,40,0.3,CA,BA,236,1,0,1,mert.aydin@sandbox.opba.com,Mert,Aydın,Mert Aydın
1570,murat1570,50,0.1,CA,BC,196,-1,0,0,murat.simsek@sandbox.opba.com,Murat,Şimşek,Murat Şimşek
1571,cenk1571,30,0.8,CA,BC,82,1,1,1,cenk.sari@sandbox.opba.com,Cenk,Sarı,Cenk Sarı
1572,yigit1572,20,0.9,CA,BC,139,-1,0,1,yigit.kurt@sandbox.opba.com,Yiğit,Kurt,Yiğit Kurt
1573,melike1573,30,0.5,CB,BA,266,10,1,1,melike.aslan@sandbox.opba.com,Melike,Aslan,Melike Aslan
1574,dilan1574,20,0.9,CA,BA,-41,26,0,1,dilan.arslan@sandbox.opba.com,Dilan,Arslan,Dilan Arslan
1575,sena1575,50,0.9,CA,BA,191,28,0,0,sena.kaya@sandbox.opba.com,Sena,Kaya,Sena Kaya
1576,sena1576,40,0.9,CA,BC,145,1,0,0,sena.bozkurt@sandbox.opba.com,Sena,Bozkurt,Sena Bozkurt
1577,i̇rem1577,20,0.9,CA,BE,89,-1,0,0,irem.aksoy@sandbox.opba.com,İrem,Aksoy,İrem Aksoy
1578,elif1578,40,0.9,CA,BE,140,30,0,0,elif.dogan@sandbox.opba.com,Elif,Doğan,Elif Doğan
1579,sena1579,30,0.2,CA,BB,146,22,0,0,sena.eren@sandbox.opba.com,Sena,Eren,Sena Eren
1580,sena1580,60,0.1,CC,BD,138,3,0,0,sena.gunes@sandbox.opba.com,Sena,Güneş,Sena Güneş
1581,cenk1581,30,0.9,CA,BC,102,28,0,0,cenk.koc@sandbox.opba.com,Cenk,Koç,Cenk Koç
1582,yigit1582,40,0.2,CA,BC,153,19,0,0,yigit.aydin@sandbox.opba.com,Yiğit,Aydın,Yiğit Aydın
1583,tolga1583,40,0.5,CA,BC,102,28,0,0,tolga.kaplan@sandbox.opba.com,Tolga,Kaplan,Tolga Kaplan
1584,oguz1584,30,0.8,CA,BC,254,26,0,0,oguz.ozcan@sandbox.opba.com,Oğuz,Özcan,Oğuz Özcan
1585,sena1585,50,0.1,CA,BA,154,26,1,0,sena.arslan@sandbox.opba.com,Sena,Arslan,Sena Arslan
1586,yaren1586,30,0.1,CB,BC,168,28,0,0,yaren.celik@sandbox.opba.com,Yaren,Çelik,Yaren Çelik
1587,esra1587,40,0.9,CA,BA,169,2,1,0,esra.eren@sandbox.opba.com,Esra,Eren,Esra Eren
1588,volkan1588,50,0.9,CA,BC,179,-1,0,1,volkan.dogan@sandbox.opba.com,Volkan,Doğan,Volkan Doğan
1589,onur1589,50,0.1,CA,BC,181,5,0,1,onur.koc@sandbox.opba.com,Onur,Koç,Onur Koç
1590,eda1590,30,0.9,CA,BA,176,25,0,0,eda.aydin@sandbox.opba.com,Eda,Aydın,Eda Aydın
1591,kubra1591,50,0.9,CA,BC,225,20,0,0,kubra.kurt@sandbox.opba.com,Kübra,Kurt,Kübra Kurt
1592,hakan1592,40,0.8,CF,BB,118,15,1,0,hakan.sari@sandbox.opba.com,Hakan,Sarı,Hakan Sarı
1593,murat1593,40,0.1,CA,BA,309,-1,0,0,murat.koc@sandbox.opba.com,Murat,Koç,Murat Koç
1594,dilan1594,30,0.5,CA,BD,173,25,0,1,dilan.polat@sandbox.opba.com,Dilan,Polat,Dilan Polat
1595,kerem1595,60,0.4,CC,BA,182,20,0,0,kerem.aksoy@sandbox.opba.com,Kerem,Aksoy,Kerem Aksoy
1596,yigit1596,50,0.3,CA,BA,262,30,0,0,yigit.gunes@sandbox.opba.com,Yiğit,Güneş,Yiğit Güneş
1597,ahmet1597,20,0.1,CA,BB,85,1,1,1,ahmet.koc@sandbox.opba.com,Ahmet,Koç,Ahmet Koç
1598,i̇rem1598,30,0.9,CA,BB,69,1,0,1,irem.kaya@sandbox.opba.com,İrem,Kaya,İrem Kaya
1599,omer1599,70,0.9,CC,BA,286,28,0,1,omer.ozturk@sandbox.opba.com,Ömer,Öztürk,Ömer Öztürk
1600,zeynep1600,40,0.7000000000000001,CA,BC,71,-1,0,1,zeynep.ozkan@sandbox.opba.com,Zeynep,Özkan,Zeynep Özkan
1601,esra1601,20,0.1,CA,BC,85,30,0,1,esra.sari@sandbox.opba.com,Esra,Sarı,Esra Sarı
1602,melike1602,20,0.7000000000000001,CB,BC,115,11,0,0,melike.dogan@sandbox.opba.com,Melike,Doğan,Melike Doğan
1603,murat1603,30,0.1,CA,BC,280,2,0,0,murat.yildiz@sandbox.opba.com,Murat,Yıldız,Murat Yıldız
1604,oguz1604,50,0.8,CD,BB,142,-1,0,0,oguz.kaplan@sandbox.opba.com,Oğuz,Kaplan,Oğuz Kaplan
1605,kerem1605,20,0.9,CA,BB,-95,1,0,1,kerem.yilmaz@sandbox.opba.com,Kerem,Yılmaz,Kerem Yılmaz
1606,esra1606,30,0.4,CB,BC,89,28,0,0,esra.simsek@sandbox.opba.com,Esra,Şimşek,Esra Şimşek
1607,onur1607,20,0.1,CA,BE,42,1,0,0,onur.yildiz@sandbox.opba.com,Onur,Yıldız,Onur Yıldız
1608,zeynep1608,50,0.1,CF,BC,170,25,0,0,zeynep.ozcan@sandbox.opba.com,Zeynep,Özcan,Zeynep Özcan
1609,cenk1609,40,0.8,CA,BA,179,31,0,0,cenk.kilic@sandbox.opba.com,Cenk,Kılıç,Cenk Kılıç
1610,sila1610,30,0.4,CD,BB,-45,30,0,0,sila.cetin@sandbox.opba.com,Sıla,Çetin,Sıla Çetin
1611,rabia1611,20,0.1,CA,BE,38,28,1,1,rabia.bozkurt@sandbox.opba.com,Rabia,Bozkurt,Rabia Bozkurt
1612,yasemin1612,10,0.1,CE,BB,64,-1,0,0,yasemin.kaplan@sandbox.opba.com,Yasemin,Kaplan,Yasemin Kaplan
1613,onur1613,50,0.9,CB,BA,93,5,1,1,onur.yildirim@sandbox.opba.com,Onur,Yıldırım,Onur Yıldırım
1614,umut1614,30,0.9,CA,BA,157,-1,0,1,umut.ozturk@sandbox.opba.com,Umut,Öztürk,Umut Öztürk
1615,volkan1615,20,0.8,CA,BC,62,10,0,1,volkan.simsek@sandbox.opba.com,Volkan,Şimşek,Volkan Şimşek
1616,onur1616,40,0.9,CA,BC,110,1,0,1,onur.yilmaz@sandbox.opba.com,Onur,Yılmaz,Onur Yılmaz
1617,can1617,40,0.1,CF,BB,81,-1,0,0,can.aslan@sandbox.opba.com,Can,Aslan,Can Aslan
1618,kerem1618,40,0.9,CA,BC,129,1,0,0,kerem.kurt@sandbox.opba.com,Kerem,Kurt,Kerem Kurt
1619,ahmet1619,20,0.4,CA,BB,185,-1,0,1,ahmet.bulut@sandbox.opba.com,Ahmet,Bulut,Ahmet Bulut
1620,dilan1620,40,0.8,CB,BC,142,5,0,0,dilan.celik@sandbox.opba.com,Dilan,Çelik,Dilan Çelik
1621,tugce1621,40,0.8,CD,BB,70,28,0,1,tugce.celik@sandbox.opba.com,Tuğçe,Çelik,Tuğçe Çelik
1622,zeynep1622,30,0.6000000000000001,CA,BB,12,31,0,1,zeynep.sari@sandbox.opba.com,Zeynep,Sarı,Zeynep Sarı
1623,i̇lker1623,20,0.1,CA,BE,129,1,0,0,ilker.bulut@sandbox.opba.com,İlker,Bulut,İlker Bulut
1624,hilal1624,20,0.7000000000000001,CA,BA,223,1,0,1,hilal.kurt@sandbox.opba.com,Hilal,Kurt,Hilal Kurt
1625,fatma1625,50,0.7000000000000001,CA,BA,88,15,0,1,fatma.bulut@sandbox.opba.com,Fatma,Bulut,Fatma Bulut
1626,naz1626,30,0.3,CA,BD,121,-1,1,1,naz.kaplan@sandbox.opba.com,Naz,Kaplan,Naz Kaplan
1627,cenk1627,30,0.8,CA,BB,175,1,1,0,cenk.polat@sandbox.opba.com,Cenk,Polat,Cenk Polat
1628,umut1628,30,0.9,CA,BC,123,15,0,1,umut.kaya@sandbox.opba.com,Umut,Kaya,Umut Kaya
1629,oguz1629,20,0.1,CA,BE,41,28,0,1,oguz.eren@sandbox.opba.com,Oğuz,Eren,Oğuz Eren
1630,i̇rem1630,30,0.9,CA,BB,69,1,1,0,irem.aksoy@sandbox.opba.com,İrem,Aksoy,İrem Aksoy
1631,selin1631,20,0.3,CF,BE,88,1,0,1,selin.kurt@sandbox.opba.com,Selin,Kurt,Selin Kurt
1632,esra1632,20,0.6000000000000001,CA,BE,116,28,0,1,esra.sari@sandbox.opba.com,Esra,Sarı,Esra Sarı
1633,kadir1633,50,0.6000000000000001,CA,BA,164,28,0,0,kadir.aksoy@sandbox.opba.com,Kadir,Aksoy,Kadir Aksoy
1634,nisa1634,20,0.1,CA,BE,129,21,0,1,nisa.gunes@sandbox.opba.com,Nisa,Güneş,Nisa Güneş
1635,i̇rem1635,30,0.6000000000000001,CA,BB,182,31,1,1,irem.cetin@sandbox.opba.com,İrem,Çetin,İrem Çetin
1636,selin1636,30,0.9,CA,BC,68,25,0,1,selin.polat@sandbox.opba.com,Selin,Polat,Selin Polat
1637,can1637,10,0.9,CA,BE,200,1,0,0,can.kaya@sandbox.opba.com,Can,Kaya,Can Kaya
1638,ahmet1638,50,0.3,CA,BC,80,-1,0,0,ahmet.sahin@sandbox.opba.com,Ahmet,Şahin,Ahmet Şahin
1639,yaren1639,20,0.3,CF,BC,54,1,0,0,yaren.demir@sandbox.opba.com,Yaren,Demir,Yaren Demir
1640,omer1640,20,0.3,CA,BD,75,-1,0,1,omer.yildiz@sandbox.opba.com,Ömer,Yıldız,Ömer Yıldız
1641,kadir1641,50,0.1,CA,BC,180,-1,0,0,kadir.sahin@sandbox.opba.com,Kadir,Şahin,Kadir Şahin
1642,ayse1642,20,0.8,CB,BC,230,2,0,1,ayse.kaplan@sandbox.opba.com,Ayşe,Kaplan,Ayşe Kaplan
1643,hakan1643,50,0.4,CA,BC,24,1,1,0,hakan.ozcan@sandbox.opba.com,Hakan,Özcan,Hakan Özcan
1644,elif1644,40,0.8,CB,BC,68,25,1,1,elif.aydin@sandbox.opba.com,Elif,Aydın,Elif Aydın
1645,yasemin1645,20,0.9,CA,BC,85,-1,1,1,yasemin.sahin@sandbox.opba.com,Yasemin,Şahin,Yasemin Şahin
1646,omer1646,30,0.8,CB,BA,214,-1,1,0,omer.bozkurt@sandbox.opba.com,Ömer,Bozkurt,Ömer Bozkurt
1647,ayse1647,30,0.1,CB,BC,104,1,0,0,ayse.kaplan@sandbox.opba.com,Ayşe,Kaplan,Ayşe Kaplan
1648,rabia1648,30,0.4,CA,BA,131,-1,0,1,rabia.aksoy@sandbox.opba.com,Rabia,Aksoy,Rabia Aksoy
1649,volkan1649,20,0.9,CA,BB,147,-1,0,1,volkan.tas@sandbox.opba.com,Volkan,Taş,Volkan Taş
1650,fatma1650,20,0.6000000000000001,CA,BE,200,1,0,0,fatma.bozkurt@sandbox.opba.com,Fatma,Bozkurt,Fatma Bozkurt
1651,hakan1651,20,0.9,CA,BB,191,31,0,0,hakan.kilic@sandbox.opba.com,Hakan,Kılıç,Hakan Kılıç
1652,selin1652,50,0.8,CB,BC,124,1,0,0,selin.kara@sandbox.opba.com,Selin,Kara,Selin Kara
1653,gokhan1653,30,0.5,CB,BE,66,30,0,0,gokhan.bulut@sandbox.opba.com,Gökhan,Bulut,Gökhan Bulut
1654,leyla1654,40,0.9,CA,BC,210,-1,0,1,leyla.tas@sandbox.opba.com,Leyla,Taş,Leyla Taş
1655,sila1655,30,0.8,CA,BC,285,20,0,0,sila.kara@sandbox.opba.com,Sıla,Kara,Sıla Kara
1656,rabia1656,20,0.8,CA,BB,76,28,0,0,rabia.kilic@sandbox.opba.com,Rabia,Kılıç,Rabia Kılıç
1657,ahmet1657,20,0.9,CA,BB,109,-1,1,1,ahmet.polat@sandbox.opba.com,Ahmet,Polat,Ahmet Polat
1658,i̇rem1658,30,0.5,CF,BC,4,-1,0,1,irem.simsek@sandbox.opba.com,İrem,Şimşek,İrem Şimşek
1659,kubra1659,30,0.7000000000000001,CB,BE,285,15,1,1,kubra.kilic@sandbox.opba.com,Kübra,Kılıç,Kübra Kılıç
1660,melike1660,30,0.9,CA,BB,201,1,0,0,melike.arslan@sandbox.opba.com,Melike,Arslan,Melike Arslan
1661,kubra1661,30,0.1,CA,BC,25,28,0,1,kubra.gunes@sandbox.opba.com,Kübra,Güneş,Kübra Güneş
1662,volkan1662,30,0.4,CA,BC,205,-1,0,1,volkan.eren@sandbox.opba.com,Volkan,Eren,Volkan Eren
1663,melike1663,30,0.9,CA,BA,96,6,0,1,melike.ozdemir@sandbox.opba.com,Melike,Özdemir,Melike Özdemir
1664,eda1664,40,0.6000000000000001,CA,BB,91,20,0,1,eda.ozdemir@sandbox.opba.com,Eda,Özdemir,Eda Özdemir
1665,can1665,30,0.9,CA,BB,82,28,0,1,can.yildiz@sandbox.opba.com,Can,Yıldız,Can Yıldız
1666,nisa1666,40,0.3,CA,BC,170,-1,0,0,nisa.kaya@sandbox.opba.com,Nisa,Kaya,Nisa Kaya
1667,yasemin1667,30,0.1,CA,BB,156,15,0,1,yasemin.bulut@sandbox.opba.com,Yasemin,Bulut,Yasemin Bulut
1668,oguz1668,30,0.7000000000000001,CA,BA,71,15,0,1,oguz.ozdemir@sandbox.opba.com,Oğuz,Özdemir,Oğuz Özdemir
1669,pinar1669,40,0.8,CA,BC,101,9,0,1,pinar.aslan@sandbox.opba.com,Pınar,Aslan,Pınar Aslan
1670,gokhan1670,40,0.2,CA,BA,136,-1,1,1,gokhan.yildiz@sandbox.opba.com,Gökhan,Yıldız,Gökhan Yıldız
1671,omer1671,30,0.5,CA,BC,120,30,0,0,omer.yildirim@sandbox.opba.com,Ömer,Yıldırım,Ömer Yıldırım
1672,umut1672,20,0.9,CA,BC,65,1,0,0,umut.polat@sandbox.opba.com,Umut,Polat,Umut Polat
1673,ahmet1673,30,0.1,CA,BE,1,26,0,1,ahmet.eren@sandbox.opba.com,Ahmet,Eren,Ahmet Eren
1674,sila1674,20,0.2,CA,BC,130,2,1,1,sila.bulut@sandbox.opba.com,Sıla,Bulut,Sıla Bulut
1675,sena1675,20,0.5,CA,BE,178,1,0,0,sena.aksoy@sandbox.opba.com,Sena,Aksoy,Sena Aksoy
1676,pinar1676,30,0.7000000000000001,CA,BC,131,10,0,1,pinar.gunes@sandbox.opba.com,Pınar,Güneş,Pınar Güneş
1677,omer1677,30,0.4,CB,BB,41,30,1,1,omer.yildirim@sandbox.opba.com,Ömer,Yıldırım,Ömer Yıldırım
1678,kerem1678,40,0.8,CA,BB,110,-1,1,1,kerem.aydin@sandbox.opba.com,Kerem,Aydın,Kerem Aydın
1679,cenk1679,30,0.9,CA,BC,98,-1,0,0,cenk.eren@sandbox.opba.com,Cenk,Eren,Cenk Eren
1680,selin1680,50,0.2,CA,BA,109,2,0,0,selin.sari@sandbox.opba.com,Selin,Sarı,Selin Sarı
1681,dilan1681,30,0.7000000000000001,CB,BA,214,-1,1,0,dilan.cetin@sandbox.opba.com,Dilan,Çetin,Dilan Çetin
1682,ayse1682,40,0.6000000000000001,CB,BD,195,2,0,0,ayse.arslan@sandbox.opba.com,Ayşe,Arslan,Ayşe Arslan
1683,rabia1683,20,0.6000000000000001,CA,BE,6,31,0,1,rabia.kurt@sandbox.opba.com,Rabia,Kurt,Rabia Kurt
1684,kubra1684,40,0.9,CB,BC,127,-1,0,0,kubra.tas@sandbox.opba.com,Kübra,Taş,Kübra Taş
1685,can1685,20,0.4,CA,BC,110,25,0,1,can.aksoy@sandbox.opba.com,Can,Aksoy,Can Aksoy
1686,onur1686,40,0.5,CA,BC,113,-1,0,1,onur.gunes@sandbox.opba.com,Onur,Güneş,Onur Güneş
1687,nisa1687,30,0.8,CB,BC,74,1,0,0,nisa.kurt@sandbox.opba.com,Nisa,Kurt,Nisa Kurt
1688,sila1688,30,0.7000000000000001,CA,BA,218,31,0,0,sila.dogan@sandbox.opba.com,Sıla,Doğan,Sıla Doğan
1689,oguz1689,40,0.9,CA,BB,160,25,0,1,oguz.sari@sandbox.opba.com,Oğuz,Sarı,Oğuz Sarı
1690,esra1690,30,0.9,CA,BD,293,25,0,1,esra.koc@sandbox.opba.com,Esra,Koç,Esra Koç
1691,selin1691,50,0.3,CA,BC,69,1,0,1,selin.koc@sandbox.opba.com,Selin,Koç,Selin Koç
1692,naz1692,30,0.2,CA,BA,239,-1,0,1,naz.kara@sandbox.opba.com,Naz,Kara,Naz Kara
1693,ayse1693,30,0.5,CA,BC,67,28,0,1,ayse.gunes@sandbox.opba.com,Ayşe,Güneş,Ayşe Güneş
1694,murat1694,40,0.1,CA,BC,341,25,0,1,murat.arslan@sandbox.opba.com,Murat,Arslan,Murat Arslan
1695,eda1695,20,0.7000000000000001,CB,BE,22,16,0,0,eda.ozturk@sandbox.opba.com,Eda,Öztürk,Eda Öztürk
1696,sena1696,30,0.7000000000000001,CA,BC,134,1,1,1,sena.kaplan@sandbox.opba.com,Sena,Kaplan,Sena Kaplan
1697,rabia1697,40,0.2,CB,BE,234,1,0,1,rabia.polat@sandbox.opba.com,Rabia,Polat,Rabia Polat
1698,esra1698,30,0.1,CA,BE,116,-1,0,0,esra.cetin@sandbox.opba.com,Esra,Çetin,Esra Çetin
1699,omer1699,20,0.1,CA,BE,118,25,0,0,omer.arslan@sandbox.opba.com,Ömer,Arslan,Ömer Arslan
1700,yaren1700,50,0.4,CA,BB,190,-1,0,1,yaren.ozturk@sandbox.opba.com,Yaren,Öztürk,Yaren Öztürk
1701,deniz1701,40,0.8,CA,BE,171,21,1,0,deniz.kaplan@sandbox.opba.com,Deniz,Kaplan,Deniz Kaplan
1702,selin1702,20,0.6000000000000001,CA,BE,104,11,0,0,selin.kaya@sandbox.opba.com,Selin,Kaya,Selin Kaya
1703,gokhan1703,30,0.6000000000000001,CB,BC,120,15,0,1,gokhan.bulut@sandbox.opba.com,Gökhan,Bulut,Gökhan Bulut
1704,elif1704,20,0.1,CA,BE,106,31,0,0,elif.sari@sandbox.opba.com,Elif,Sarı,Elif Sarı
1705,omer1705,30,0.4,CA,BE,198,20,0,0,omer.tas@sandbox.opba.com,Ömer,Taş,Ömer Taş
1706,elif1706,30,0.7000000000000001,CA,BC,158,30,0,1,elif.celik@sandbox.opba.com,Elif,Çelik,Elif Çelik
1707,burak1707,30,0.1,CA,BC,91,9,0,1,burak.ozturk@sandbox.opba.com,Burak,Öztürk,Burak Öztürk
1708,kadir1708,70,0.9,CA,BA,249,31,0,0,kadir.ozturk@sandbox.opba.com,Kadir,Öztürk,Kadir Öztürk
