_id,name,surname,username,password,email,phone,language,currency,theme,securityQuestion,securityAnswer,createdAt,updatedAt
{'$oid': '609da1ba84a515913704ef94'},Fatma,Şahin,fatma.sahin2812,$2b$10$nGMadiQqQhh4uwjs1OHKBejF0bY5vTmgnGMadiQqQhh4uwjs1OHKB,fatma.sahin2812@example.com,5172520184,en,TRY,dark,Doğduğunuz şehir neresi?,$2b$10$Y4a3E/52JQnceYF6FczO.tqqKmU4PagZY4a3E/52JQnceYF6FczO.,{'$date': '2025-12-13T09:53:41.851000Z'},{'$date': '2025-12-13T09:53:41.851000Z'}
{'$oid': 'c3cc2cccc86b328374cd9871'},Nazlı,Kılıç,nazli.kilic5a16,$2b$10$7GViA8Mk6Je9XvqCNGBlCW8via5IWl0S7GViA8Mk6Je9XvqCNGBlC,nazli.kilic5a16@example.com,5790297221,tr,USD,light,İlk evcil hayvanınızın adı nedir?,$2b$10$42ElJ6sZfWU8k4QzS.4OH4crnJvAEIbX42ElJ6sZfWU8k4QzS.4OH,{'$date': '2025-12-12T09:53:41.851000Z'},{'$date': '2025-12-12T09:53:41.851000Z'}
{'$oid': '8bf8e2d3a072683d1b7360b3'},Kübra,Şahin,kubra.sahin01ef,$2b$10$ICcc1FSxJkdJk.8Aed1uudSZVJr5qiipICcc1FSxJkdJk.8Aed1uu,kubra.sahin01ef@example.com,5581515659,en,TRY,dark,İlkokul öğretmeninizin adı nedir?,$2b$10$ZXwRvfAHOkn/6Aldy6QgJMmZ3iCrdBCBZXwRvfAHOkn/6Aldy6QgJ,{'$date': '2025-12-11T09:53:41.851000Z'},{'$date': '2025-12-11T09:53:41.851000Z'}
{'$oid': '6a63393c79bdced36d747c70'},Gizem,Özcan,gizem.ozcanf863,$2b$10$9oxN3Yku0KP3Mb98jUUDOz2eP..85p3M9oxN3Yku0KP3Mb98jUUDO,gizem.ozcanf863@example.com,5860924603,en,TRY,light,İlk evcil hayvanınızın adı nedir?,$2b$10$YTgj//fu8zbsGRNkvyfmSLVhCRPMdDHMYTgj//fu8zbsGRNkvyfmS,{'$date': '2025-12-10T09:53:41.851000Z'},{'$date': '2025-12-10T09:53:41.851000Z'}
{'$oid': 'eb369c26e47768377307b3e8'},Süleyman,Sarı,suleyman.saricd71,$2b$10$y39Vaa7ufys.TgsU.tMGogiYC.RLdE2oy39Vaa7ufys.TgsU.tMGo,suleyman.saricd71@example.com,5438264803,tr,EUR,dark,İlkokul öğretmeninizin adı nedir?,$2b$10$yxvAOhjUfkvDEEixrT/vH9M.El4nKFimyxvAOhjUfkvDEEixrT/vH,{'$date': '2025-12-09T09:53:41.851000Z'},{'$date': '2025-12-09T09:53:41.851000Z'}
{'$oid': '702d7b875181abc377ff1f22'},Ali,Doğan,ali.dogan1ce9,$2b$10$YS8sIks6.pPUIwSGO8KvjgpqSonHhsnFYS8sIks6.pPUIwSGO8Kvj,ali.dogan1ce9@example.com,5220090670,en,EUR,light,İlkokul öğretmeninizin adı nedir?,$2b$10$LnN1.fn34n/3k0pcB1uNeHtpLooDWvsHLnN1.fn34n/3k0pcB1uNe,{'$date': '2025-12-08T09:53:41.851000Z'},{'$date': '2025-12-08T09:53:41.851000Z'}
{'$oid': 'e5ecab85c44647b1b28418c4'},Recep,Kaya,recep.kaya0360,$2b$10$kPlQuIxuXEgHPtRUXsGBCtpUYRq/b9S2kPlQuIxuXEgHPtRUXsGBC,recep.kaya0360@example.com,5262857811,en,USD,dark,Doğduğunuz şehir neresi?,$2b$10$IBHevg9BJ8CIC5Jc6nBuOyAL2AloZ63UIBHevg9BJ8CIC5Jc6nBuO,{'$date': '2025-12-07T09:53:41.851000Z'},{'$date': '2025-12-07T09:53:41.851000Z'}
{'$oid': 'f5735309b4602dd75fb7fc81'},Sinan,Ekinci,sinan.ekinci68fa,$2b$10$yd5PLKjWmCszRa6AZP3EXV9MgnTgvZ3Lyd5PLKjWmCszRa6AZP3EX,sinan.ekinci68fa@example.com,5283171395,en,TRY,light,Doğduğunuz şehir neresi?,$2b$10$/Roz8W3Bw0bqhd2YUfWEUHeeuBlW24pg/Roz8W3Bw0bqhd2YUfWEU,{'$date': '2025-12-06T09:53:41.851000Z'},{'$date': '2025-12-06T09:53:41.851000Z'}
{'$oid': 'af86e6e6300fbacbfc4c518e'},Sümeyye,Özcan,sumeyye.ozcane896,$2b$10$PrI1kpmLU7OHoZVOEf8AjX.TuR9AVgcDPrI1kpmLU7OHoZVOEf8Aj,sumeyye.ozcane896@example.com,5418781648,tr,EUR,dark,İlkokul öğretmeninizin adı nedir?,$2b$10$UCo6t8FgInfjYd0RHqtxZi.Rm86dHs7vUCo6t8FgInfjYd0RHqtxZ,{'$date': '2025-12-05T09:53:41.851000Z'},{'$date': '2025-12-05T09:53:41.851000Z'}
{'$oid': 'df47f8f432e3f63497151a86'},Derya,Özcan,derya.ozcanc96d,$2b$10$PfcLYlk3XdgBIzsqh4ie/a5qW8NhijCjPfcLYlk3XdgBIzsqh4ie/,derya.ozcanc96d@example.com,5063211541,tr,TRY,light,Doğduğunuz şehir neresi?,$2b$10$vnpuSFRXlf/ot16JshbQFtdH1xNirUrvvnpuSFRXlf/ot16JshbQF,{'$date': '2025-12-04T09:53:41.851000Z'},{'$date': '2025-12-04T09:53:41.851000Z'}
{'$oid': 'dbcc16c8aebb46ce119b7e3f'},Şule,Avcı,sule.avci1d65,$2b$10$uj/ePDB1z6fDMDznVNabzVYbiUK7M9.Quj/ePDB1z6fDMDznVNabz,sule.avci1d65@example.com,5686656953,tr,TRY,dark,İlkokul öğretmeninizin adı nedir?,$2b$10$t1V.UtqbLbga4DTh3j3jC2pGe/sTMqjvt1V.UtqbLbga4DTh3j3jC,{'$date': '2025-12-03T09:53:41.851000Z'},{'$date': '2025-12-03T09:53:41.851000Z'}
{'$oid': 'a7ebc6ea57cbdd1e94491cf0'},Ayşe,Yılmaz,ayse.yilmazcc6b,$2b$10$2PKFjn/tu5z9oheXQsDcw8P/TQdFFRwx2PKFjn/tu5z9oheXQsDcw,ayse.yilmazcc6b@example.com,5469663554,tr,USD,light,Annenizin kızlık soyadı nedir?,$2b$10$Z3fhNoQbnbfCnJbSxtb/RJChpVxW.hGwZ3fhNoQbnbfCnJbSxtb/R,{'$date': '2025-12-02T09:53:41.851000Z'},{'$date': '2025-12-02T09:53:41.851000Z'}
{'$oid': '77e0e95abb061c49ab2483c3'},Recep,Özdemir,recep.ozdemir7a8f,$2b$10$mQ6od1a373r8uOfgqdGezm7eGtGtXrNqmQ6od1a373r8uOfgqdGez,recep.ozdemir7a8f@example.com,5581629884,en,USD,dark,Doğduğunuz şehir neresi?,$2b$10$mobQoavhJ2xO9yPuo.bE2NuzdCFC54xwmobQoavhJ2xO9yPuo.bE2,{'$date': '2025-12-01T09:53:41.851000Z'},{'$date': '2025-12-01T09:53:41.851000Z'}
{'$oid': '9f29bc9f9f36815758054e97'},Furkan,Karaca,furkan.karacaf405,$2b$10$2iNoWDmStlCgY8/j0zIM6R.KicJjtg3l2iNoWDmStlCgY8/j0zIM6,furkan.karacaf405@example.com,5140329089,en,EUR,light,İlk evcil hayvanınızın adı nedir?,$2b$10$S4.nmRRWaHDnSyq9K7yhbujpEtf8KiNZS4.nmRRWaHDnSyq9K7yhb,{'$date': '2025-11-30T09:53:41.851000Z'},{'$date': '2025-11-30T09:53:41.851000Z'}
{'$oid': '49670e4b12181330fecaea5a'},Ceren,Kaplan,ceren.kaplan7191,$2b$10$hlQSfIG1cjTQYTGQAUlV/o2nWV6q.hA7hlQSfIG1cjTQYTGQAUlV/,ceren.kaplan7191@example.com,5802502193,en,TRY,dark,İlk evcil hayvanınızın adı nedir?,$2b$10$stv4Y2mxQaapGoYUfHbjRbV59NoOFGFJstv4Y2mxQaapGoYUfHbjR,{'$date': '2025-11-29T09:53:41.851000Z'},{'$date': '2025-11-29T09:53:41.851000Z'}
{'$oid': '221464edf3305cf34d5a7ea5'},Büşra,Kılıç,busra.kilice09d,$2b$10$77DlfjYLr1K3jkXLs5msSfpj2Dy/QWek77DlfjYLr1K3jkXLs5msS,busra.kilice09d@example.com,5851994667,en,TRY,light,Doğduğunuz şehir neresi?,$2b$10$9gazivBITLdASk4SahDLNLL.X1agFiT69gazivBITLdASk4SahDLN,{'$date': '2025-11-28T09:53:41.851000Z'},{'$date': '2025-11-28T09:53:41.851000Z'}
{'$oid': 'd280b2dd45d827f8d63fd5ae'},Fatma,Kaplan,fatma.kaplandeec,$2b$10$jttvfLOGMiOlxAJTmeRkdzSdiFJJbqqWjttvfLOGMiOlxAJTmeRkd,fatma.kaplandeec@example.com,5172217505,en,USD,dark,İlk evcil hayvanınızın adı nedir?,$2b$10$uCbuUF4i33UDDl7YzdIGTj5sMX42drfSuCbuUF4i33UDDl7YzdIGT,{'$date': '2025-11-27T09:53:41.851000Z'},{'$date': '2025-11-27T09:53:41.851000Z'}
{'$oid': '3bd85de641b4e96265d22b4c'},Gizem,Karaca,gizem.karaca7959,$2b$10$.OqZSswJyYLTzP00o3w9ahrwoSXVrFjY.OqZSswJyYLTzP00o3w9a,gizem.karaca7959@example.com,5422286915,en,TRY,light,İlk evcil hayvanınızın adı nedir?,$2b$10$10o4iY0mhdpdIfOUX8kfqzhTWuo3diVt10o4iY0mhdpdIfOUX8kfq,{'$date': '2025-11-26T09:53:41.851000Z'},{'$date': '2025-11-26T09:53:41.851000Z'}
{'$oid': 'ae4c003d3df6fde66bc24ad3'},Kadir,Erdoğan,kadir.erdogan8d40,$2b$10$Ft3xSqd4236vBk2D62LoSx7Sr2nF7kinFt3xSqd4236vBk2D62LoS,kadir.erdogan8d40@example.com,5907535162,en,TRY,dark,İlkokul öğretmeninizin adı nedir?,$2b$10$S64uX658/EmtYcB84VuL1Fr5BMJKrKmhS64uX658/EmtYcB84VuL1,{'$date': '2025-11-25T09:53:41.851000Z'},{'$date': '2025-11-25T09:53:41.851000Z'}
{'$oid': '9c7c3e050403c718d9a6591d'},Samet,Kılıç,samet.kilica48a,$2b$10$txAu6qfWDmFyhm0e2LZ6jIRg.Ebrq93ztxAu6qfWDmFyhm0e2LZ6j,samet.kilica48a@example.com,5844571390,en,TRY,light,Doğduğunuz şehir neresi?,$2b$10$VkmbZj1qQbayPwVnczulE3nyBBNBtjIfVkmbZj1qQbayPwVnczulE,{'$date': '2025-11-24T09:53:41.851000Z'},{'$date': '2025-11-24T09:53:41.851000Z'}
{'$oid': 'e109ae0a347a175d154ac989'},Enes,Yalçın,enes.yalcinac3a,$2b$10$fkv.dxYxvmOgxNQ7cHJNWgcb0aM7r2lpfkv.dxYxvmOgxNQ7cHJNW,enes.yalcinac3a@example.com,5393440723,en,USD,dark,Doğduğunuz şehir neresi?,$2b$10$td1grl1KD76uv7CjG3/L1JMyFQPSthOutd1grl1KD76uv7CjG3/L1,{'$date': '2025-12-23T09:53:41.851000Z'},{'$date': '2025-12-23T09:53:41.851000Z'}
{'$oid': '91eefd03d7813b0de11a9ce0'},Berk,Çetin,berk.cetin6043,$2b$10$rsJYS34Sv2mDo8nHrxOgSOu1Dc0/j38trsJYS34Sv2mDo8nHrxOgS,berk.cetin6043@example.com,5497089242,tr,TRY,light,Doğduğunuz şehir neresi?,$2b$10$RnELJ/jjplNiOkchw8.eF4b2w2HWrc/mRnELJ/jjplNiOkchw8.eF,{'$date': '2025-12-22T09:53:41.851000Z'},{'$date': '2025-12-22T09:53:41.851000Z'}
{'$oid': 'd7d2508b23f665625f9bd0a2'},Şule,Güler,sule.guler7bcc,$2b$10$4tpAlAsiDnowKfOVdZKQA8wM9oz5DRsZ4tpAlAsiDnowKfOVdZKQA,sule.guler7bcc@example.com,5605841449,tr,TRY,dark,İlk evcil hayvanınızın adı nedir?,$2b$10$ZpMfBWMmxDgphUhSN3k6W3dUSYbTe3HGZpMfBWMmxDgphUhSN3k6W,{'$date': '2025-12-21T09:53:41.851000Z'},{'$date': '2025-12-21T09:53:41.851000Z'}
{'$oid': '896cfa7ed2b25783b526c7bc'},Beyza,Kaya,beyza.kaya5a34,$2b$10$lmv7J6JI/sRjKl.f8BRu8K8AekN0aWIPlmv7J6JI/sRjKl.f8BRu8,beyza.kaya5a34@example.com,5102741934,tr,EUR,light,Doğduğunuz şehir neresi?,$2b$10$lur6RkkRFrXnnsEHWtTQsOK3.OeUA32zlur6RkkRFrXnnsEHWtTQs,{'$date': '2025-12-20T09:53:41.851000Z'},{'$date': '2025-12-20T09:53:41.851000Z'}
{'$oid': 'ec602447306444bfd4ea9bc3'},Hande,Çelik,hande.celik7081,$2b$10$.V1WDFpF56jnn.HbEPQwF.jFiVJuBhxP.V1WDFpF56jnn.HbEPQwF,hande.celik7081@example.com,5191600838,tr,USD,dark,İlk evcil hayvanınızın adı nedir?,$2b$10$vDkJYm2o709AND4Nq9pQ4ALluEzWtsMSvDkJYm2o709AND4Nq9pQ4,{'$date': '2025-12-19T09:53:41.851000Z'},{'$date': '2025-12-19T09:53:41.851000Z'}
{'$oid': '292afe7e48d0332c9c707980'},Onur,Güneş,onur.gunes3e4d,$2b$10$D3pjEcmccumXaMYYNg5trRO.B8sDWvKGD3pjEcmccumXaMYYNg5tr,onur.gunes3e4d@example.com,5444290691,en,USD,light,Annenizin kızlık soyadı nedir?,$2b$10$L4NQTsOk8ZoPOEQmxTHtzb32LoOKs/SxL4NQTsOk8ZoPOEQmxTHtz,{'$date': '2025-12-18T09:53:41.851000Z'},{'$date': '2025-12-18T09:53:41.851000Z'}
{'$oid': 'd07cbe2d6ebfb6f487d58acf'},Bahar,Güler,bahar.gulerc812,$2b$10$WLD2AkDtoTgPX7mYTVKZNLklh8bkq9pBWLD2AkDtoTgPX7mYTVKZN,bahar.gulerc812@example.com,5465538973,tr,USD,dark,Annenizin kızlık soyadı nedir?,$2b$10$JgbGqfzZlAY6z6yNQbvY6vOVw80V/pyEJgbGqfzZlAY6z6yNQbvY6,{'$date': '2025-12-17T09:53:41.851000Z'},{'$date': '2025-12-17T09:53:41.851000Z'}
{'$oid': '36d4793df5d882092e92e511'},Umut,Güneş,umut.gunes3463,$2b$10$tIRhWEATcap581gFJ9OXaFSvwxQr.iA2tIRhWEATcap581gFJ9OXa,umut.gunes3463@example.com,5614706039,en,USD,light,Doğduğunuz şehir neresi?,$2b$10$qBIpaFXwhfB5iU.VrJCcl3vkbdLhO8XyqBIpaFXwhfB5iU.VrJCcl,{'$date': '2025-12-16T09:53:41.851000Z'},{'$date': '2025-12-16T09:53:41.851000Z'}
{'$oid': '0001388848c73a89bc8d26e1'},Furkan,Güler,furkan.guler164d,$2b$10$mAx82C49c7/dGV1WkPgxYY8DbqQK5R5FmAx82C49c7/dGV1WkPgxY,furkan.guler164d@example.com,5158632259,tr,USD,dark,İlk evcil hayvanınızın adı nedir?,$2b$10$HPE2XS8WJdQp6PCwUU7kCREtcfjeF2GIHPE2XS8WJdQp6PCwUU7kC,{'$date': '2025-12-15T09:53:41.851000Z'},{'$date': '2025-12-15T09:53:41.851000Z'}
{'$oid': '0370dac680b6f1d30e5fcaae'},Orhan,Aksoy,orhan.aksoy29db,$2b$10$8zg.1oYRdTQggXeTHk/cDefyk5fcQsJX8zg.1oYRdTQggXeTHk/cD,orhan.aksoy29db@example.com,5571197045,tr,EUR,light,Doğduğunuz şehir neresi?,$2b$10$MhmqL702sHRFgMQjIS6LaAlKB7jKmIIsMhmqL702sHRFgMQjIS6La,{'$date': '2025-12-14T09:53:41.851000Z'},{'$date': '2025-12-14T09:53:41.851000Z'}
{'$oid': 'aae8373fd84d674569391012'},Ceren,Şahin,ceren.sahinec84,$2b$10$JufNp2ozsdo3dt4iLEZFrC0AdMokacy.JufNp2ozsdo3dt4iLEZFr,ceren.sahinec84@example.com,5366236226,tr,EUR,dark,İlkokul öğretmeninizin adı nedir?,$2b$10$GnJ7k0HDSF9w94xT0L/57KdXgNmphkW3GnJ7k0HDSF9w94xT0L/57,{'$date': '2025-12-13T09:53:41.851000Z'},{'$date': '2025-12-13T09:53:41.851000Z'}
{'$oid': '426c8c8f2fc8dbb0b36c37b8'},Gül,Yavuz,gul.yavuz53cf,$2b$10$LhjdNQK9nYj26ymPYmG8t7N1z788l5UlLhjdNQK9nYj26ymPYmG8t,gul.yavuz53cf@example.com,5550852475,en,USD,light,İlk evcil hayvanınızın adı nedir?,$2b$10$.Mn0IHzo2zujnTeQfwdLvFYZbRLGRQqL.Mn0IHzo2zujnTeQfwdLv,{'$date': '2025-12-12T09:53:41.851000Z'},{'$date': '2025-12-12T09:53:41.851000Z'}
{'$oid': '06eb6c35cd67adbd55693116'},Gül,Aslan,gul.aslan1e53,$2b$10$26KyZPq5TepznEV532D9g0nF6gl0bZ9Z26KyZPq5TepznEV532D9g,gul.aslan1e53@example.com,5457737275,en,EUR,dark,İlk evcil hayvanınızın adı nedir?,$2b$10$IY9nC8vVdZfI8jGs1uQfGymxk.43h8YbIY9nC8vVdZfI8jGs1uQfG,{'$date': '2025-12-11T09:53:41.851000Z'},{'$date': '2025-12-11T09:53:41.851000Z'}
{'$oid': 'f34b593996a74caee65c59ec'},Kadir,Kılıç,kadir.kilic33e9,$2b$10$a3K6jRiYf3kUmHEQFQRnDXkQgBmpuVAGa3K6jRiYf3kUmHEQFQRnD,kadir.kilic33e9@example.com,5619880696,en,USD,light,İlkokul öğretmeninizin adı nedir?,$2b$10$ep.cq.sEQMTbMwcZF1Z8eIckOT63p4FJep.cq.sEQMTbMwcZF1Z8e,{'$date': '2025-12-10T09:53:41.851000Z'},{'$date': '2025-12-10T09:53:41.851000Z'}
{'$oid': '54ea48d9d90b4f8133c7949b'},Ali,Uçar,ali.ucar07dd,$2b$10$e5EXi.GS62S6Hx3o6HSnEyMb7rj555J2e5EXi.GS62S6Hx3o6HSnE,ali.ucar07dd@example.com,5541632089,en,EUR,dark,Annenizin kızlık soyadı nedir?,$2b$10$QbROciP9JjgJcwxfbHEpS77Z2MSnn3d5QbROciP9JjgJcwxfbHEpS,{'$date': '2025-12-09T09:53:41.851000Z'},{'$date': '2025-12-09T09:53:41.851000Z'}
{'$oid': 'e0591aa9db86dfd6f81dea3b'},Burak,Çelik,burak.celikb836,$2b$10$5ongZ7ixAUYwBztItk.WxnAuQZve2RzI5ongZ7ixAUYwBztItk.Wx,burak.celikb836@example.com,5633002745,en,USD,light,İlkokul öğretmeninizin adı nedir?,$2b$10$eo3X98YZMsMWqE68KPoHsPJyDJKRzlOQeo3X98YZMsMWqE68KPoHs,{'$date': '2025-12-08T09:53:41.851000Z'},{'$date': '2025-12-08T09:53:41.851000Z'}
{'$oid': 'da5eda6713c5e4d262a1f240'},Batuhan,Demir,batuhan.demirdc07,$2b$10$wX8vFYzgC0WUoXtj0sDfPe4omy1pFk1.wX8vFYzgC0WUoXtj0sDfP,batuhan.demirdc07@example.com,5974516183,tr,USD,dark,İlk evcil hayvanınızın adı nedir?,$2b$10$.ulktXnVrqFaM5ny8.Uz5DljPQcb8DzI.ulktXnVrqFaM5ny8.Uz5,{'$date': '2025-12-07T09:53:41.851000Z'},{'$date': '2025-12-07T09:53:41.851000Z'}
{'$oid': '017bf2ae3f0404cf29ccf048'},Ömer,Kaplan,omer.kaplan7bfd,$2b$10$xUquTppKvljqrd32q0Nu/WOezy/QTOzPxUquTppKvljqrd32q0Nu/,omer.kaplan7bfd@example.com,5373559241,en,TRY,light,Doğduğunuz şehir neresi?,$2b$10$C3JA6LIdj6jrJZ5sAh5DvnHj2giWnBQlC3JA6LIdj6jrJZ5sAh5Dv,{'$date': '2025-12-06T09:53:41.851000Z'},{'$date': '2025-12-06T09:53:41.851000Z'}
{'$oid': '90b84a284efdf5f361bb5f00'},Tolga,Koç,tolga.kocddd2,$2b$10$VhnVFSn9iaL0VyBosZtHgjVxrBxsoISnVhnVFSn9iaL0VyBosZtHg,tolga.kocddd2@example.com,5825680864,tr,USD,dark,Doğduğunuz şehir neresi?,$2b$10$u30lVGJECIV4cv00WCxzLqzbgLdv8etLu30lVGJECIV4cv00WCxzL,{'$date': '2025-12-05T09:53:41.851000Z'},{'$date': '2025-12-05T09:53:41.851000Z'}
{'$oid': '2ae21608990ca8725e23830a'},Tuğba,Avcı,tugba.avci39e6,$2b$10$jxQv9HBr/b.eNnjU2hOCg6H1Q5OmRaoujxQv9HBr/b.eNnjU2hOCg,tugba.avci39e6@example.com,5083307098,tr,TRY,light,İlkokul öğretmeninizin adı nedir?,$2b$10$fZvGcy/Koil53Htp9gwYaFRIsXyBrE.UfZvGcy/Koil53Htp9gwYa,{'$date': '2025-12-04T09:53:41.851000Z'},{'$date': '2025-12-04T09:53:41.851000Z'}
